row_type,point_index,amoc_sv,c_k,eke_c_k,eke_c_eps,kappaH_min,sss_offset
POINT,276,-7.992924085261934,0.2745539910696898,0.3424372627594249,0.80151951511235,1.000000000000566e-07,0.407024253333283
POINT,269,-8.02319600195308,0.08742782364508794,0.2898348451020517,0.4090751224267912,1.000000000000566e-07,0.4215308677249495
POINT,274,-8.035932782319614,0.03008966680462383,0.2475131334699589,0.8786217883268347,1.000000000000566e-07,0.4185088529775542
POINT,404,-8.163905833463003,0.3,0.5,1,1.000000000000566e-07,0.3826047615713715
POINT,399,-8.192219890601656,0.0480702457527457,0.04072167716584943,0.01000000000000001,1.000000000000566e-07,0.4144656520316766
POINT,522,-8.204565378471633,0.2100111454923797,0.01000000000000001,1,1.000000000000566e-07,0.3867067015411666
POINT,175,-8.220472098788616,0.2323357162359523,0.1112797263048928,0.5030023679055503,1.000000000000566e-07,0.3880148517335388
POINT,81,-8.230028471770089,0.2180295172940254,0.4395162397476047,0.9193796444763878,0.0001286363534612154,0.7505427255977344
POINT,426,-8.304215100826571,0.01000000000000001,0.5,1,1.000000000000566e-07,0.377701124173607
POINT,424,-8.344947868760356,0.01000000000000001,0.01000000000000001,0.6698748358275722,1.000000000000566e-07,0.3880100489084865
POINT,283,-8.366372577272731,0.1404575081733571,0.3400593832818898,0.9918044943409203,1.000000000000566e-07,0.3795880108715665
POINT,309,-8.489022139402193,0.06543299556469824,0.3765833835337244,0.2544959790692368,1.000000000000566e-07,0.3703968733566822
POINT,379,-8.513750309942575,0.162092898039967,0.4803133996647484,0.5500393550674001,1.000000000000566e-07,0.3634136207040169
POINT,385,-8.542613635125441,0.01000000000000001,0.1675615678165013,0.01000000000000001,0.0003195866560572929,0.9268145528913435
POINT,308,-8.545973614004907,0.2250573744586169,0.2432416235303539,0.5161473057318962,1.000000000000566e-07,0.3594632519426621
POINT,410,-8.585348902528834,0.3,0.01000000000000001,0.01000000000000001,1.000000000000566e-07,0.3410313226312174
POINT,243,-8.594030126777788,0.3,0.06186309198948411,0.8735722976749001,1.000000000000566e-07,0.3366677867811532
POINT,212,-8.628016835006518,0.1465837518210847,0.1055713032878373,1,1.000000000000566e-07,0.3538309706346033
POINT,299,-8.68025369619073,0.04094681737375991,0.1994217221213274,0.3371850911338905,1.000000000000566e-07,0.3596111799696604
POINT,331,-8.711756885743995,0.2016830494655284,0.3526832053937469,0.01000000000000001,1.000000000000566e-07,0.2586123291776187
POINT,291,-8.749341384220468,0.3,0.3243539406003079,0.7287757227118011,1.000000000000566e-07,0.3298426532876138
POINT,6,-8.758254867766363,0.2801973207475057,0.2037604250342289,0.6752658093322731,7.970943277284071e-05,0.449286057769485
POINT,447,-8.760521157319358,0.1460017681619752,0.1008298770717128,0.01000000000000001,1.000000000000566e-07,0.3543710739728675
POINT,355,-8.807818716880588,0.191974763479671,0.211250635480486,0.3525471568925858,0.0001717771294871241,0.9524276764648546
POINT,495,-8.812012126303781,0.01000000000000001,0.2355987413303164,0.01000000000000001,1.000000000000566e-07,0.2993755828410344
POINT,295,-8.901254256869137,0.3,0.1945387138304283,0.02280050854587301,1.000000000000566e-07,0.3190926042604207
POINT,504,-8.930226346662115,0.01000000000000001,0.3928623790480172,1,1.000000000000566e-07,0.3245057005080986
POINT,421,-9.016352955088131,0.01000000000000001,0.01000000000000001,0.01000000000000001,1.000000000000566e-07,0.3236624067620336
POINT,475,-9.021172777085923,0.148412637505457,0.5,1,1.000000000000566e-07,0.3152512941484383
POINT,285,-9.028131465502579,0.1366287701606979,0.06283995842416978,0.4788224938206324,1.000000000000566e-07,0.3168879150881265
POINT,438,-9.048017024017986,0.01000000000000001,0.5,0.5203784329511928,1.000000000000566e-07,0.3113994244182317
POINT,408,-9.118285415194963,0.3,0.5,0.6900113571897792,1.000000000000566e-07,0.2948374108735979
POINT,305,-9.129934619837824,0.04770763930277035,0.2469629497853496,1,1.000000000000566e-07,0.313794949268232
POINT,218,-9.184882331637336,0.2893955160346939,0.1312789913060441,0.8096663691756649,1.000000000000566e-07,0.2830845368433937
POINT,340,-9.238949791618134,0.01000000000000001,0.09285146594224203,1,1.000000000000566e-07,0.3004513290741349
POINT,358,-9.253912294095779,0.1904327246928783,0.2355908823037763,0.8396399165142081,0.0001831836059935563,0.9434010264079703
POINT,429,-9.350411608322787,0.1351892654695889,0.4225683919818951,0.01000000000000001,1.000000000000566e-07,0.1837514248819142
POINT,350,-9.362431291084068,0.02679538908386539,0.4056247905306337,0.0902503916591989,0.0001911417266375376,0.7140490242876867
POINT,389,-9.363029711011668,0.01000000000000001,0.4039402889956963,0.01000000000000001,0.0002387610302433806,0.5296946199312325
POINT,351,-9.433760835328091,0.2042677945524545,0.421115771559011,0.02178520391249961,0.0002238085576121351,0.7011096035912351
POINT,232,-9.440997092420885,0.1974530033627909,0.04422286361526911,0.9508105771380578,1.000000000000566e-07,0.2675143844147502
POINT,142,-9.441964815384646,0.2398942341435335,0.2217415332215901,0.6475366012604726,1.000000000000566e-07,0.2700875000108116
POINT,498,-9.444716462419214,0.3,0.5,0.01000000000000001,1.000000000000566e-07,0.1397388353326758
POINT,483,-9.490176353635563,0.3,0.3880036931711024,1,1.000000000000566e-07,0.2587406943836696
POINT,226,-9.553573194321007,0.3,0.08074479162356668,0.3331099704796455,1.000000000000566e-07,0.2497202271928025
POINT,321,-9.572274937978387,0.1243105289015908,0.3450355612215992,1,1.000000000000566e-07,0.2685720634114434
